Title,Author,Avg_Rating,Total_Ratings,Votes,Score
Some Girls Are,Courtney Summers,3.87,15314,7,600
Existentialism is a Humanism,Jean-Paul Sartre,3.98,46013,7,600
"Undying (Undying, #1)",Bernadette Azizi,4.06,50,6,600
"Tunnels (Tunnels, #1)",Roderick Gordon,3.63,19412,8,600
"Take a Deep Breath - 21 Top Tips for Relaxed, Rewarding and Healthy Life for Stressed Wage Earners",Michal Siwiec,4.18,17,6,600
As the Matzo Ball Turns,Jozef Rothstein,4.39,31,6,600
The Mystery of Revenge (Back Bay Investigation #0),G.X. Chen,4.08,84,6,600
"Interview with a Master (Interview with a Master, #1)",Jason Luke,3.95,5284,6,600
A Capitalist in North Korea: My Seven Years in the Hermit Kingdom,Felix Abt,3.61,249,6,600
Lucky Go Happy: Make Happiness Happen!,Paul Van Der Merwe,4.26,88,6,600
"The Broken Eye (Lightbringer, #3)",Brent Weeks,4.45,68818,8,600
Poet Anderson ...of Nightmares,Tom DeLonge,4.05,1329,6,600
The Book of Jubilees,Eric M. Black,4.64,14,6,600
The Summer that Melted Everything,Tiffany   McDaniel,4.02,17783,6,600
"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)",George R.R. Martin,4.25,115590,8,600
"Stuck in the Game (Dream State Saga, #1)",Christopher Keene,3.92,316,6,600
The Infinite Jeff: A Parable of Change (Part 1),Will Holcomb,4.56,215,6,600
"Aru Shah and the End of Time (Pandava, #1)",Roshani Chokshi,4.08,28718,7,600
"The Removable Root Cause of Cancers and other Chronic Diseases : The Effort Theory of Evolution, Chronic Diseases and Extinction",Paul Ola,3.7,27,6,600
Dragons Don't Dance Ballet,Jennifer Carson,4.34,92,6,600
"Force of Nature (Aaron Falk, #2)",Jane Harper,3.83,123462,8,600
"The Fine Print (Dreamland Billionaires, #1)",Lauren Asher,3.81,656624,7,600
The Sandman: Endless Nights,Neil Gaiman,4.32,30079,7,599
"The Legend of Luke (Redwall, #12)",Brian Jacques,4.04,17540,8,599
"Lord of the Shadows (Cirque Du Freak, #11)",Darren Shan,4.22,24668,7,599
The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh,4.3,28870,7,599
One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,4.02,57608,7,599
"Fairest (An Unfortunate Fairy Tale, #2)",Chanda Hahn,4.11,20231,7,599
Just Around The Bend: Más o Menos,Renée Paule,4.37,65,6,599
The Millennial Reincarnations,Daniel M.  Harrison,3.76,41,6,599
Asyri: The Wrath of the Fire Stone,Robyn Ellington-Jones,4.33,12,6,599
"Frostblood (Frostblood Saga, #1)",Elly Blake,3.82,38189,7,599
"The Life We Bury (Joe Talbert, #1; Detective Max Rupert, #1)",Allen Eskens,4.09,198445,7,599
Mirage,Nilakshi Garg,4.42,139,6,599
"The Black Box (Harry Bosch, #16; Harry Bosch Universe, #25)",Michael    Connelly,4.16,67690,7,599
Fated to Love You (Chasing the Comet Book 1),Kayla  Cunningham,4.59,63,6,599
"Many Waters (Time Quintet, #4)",Madeleine L'Engle,3.95,50111,10,598
"Something Blue (Darcy & Rachel, #2)",Emily Giffin,3.94,232176,7,598
A Walk Across America,Peter Jenkins,4.04,12390,10,598
Conflagration,Teri-Anne,4.34,193,7,598
"D is for Deadbeat (Kinsey Millhone, #4)",Sue Grafton,3.89,45571,7,598
The Peacock's Legacy: A Victorian Saga of Triumph over Adversity,Sasha M. Stevens,4.76,117,6,598
Morrow's Con: Opening Gambit,Earl  James,4.68,122,6,598
Varjak Paw  (Varjak Paw #1),S.F. Said,4.15,7346,7,597
"Cascade (River of Time, #2)",Lisa Tawn Bergren,4.25,12269,7,597
A Single Man,Christopher Isherwood,4.06,37412,7,597
Cymbeline,William Shakespeare,3.6,11847,7,597
"The Return (Titan, #1)",Jennifer L. Armentrout,4.22,25286,7,597
Talisman of El (T.O.E. Trilogy #1),Alecia Stone,3.95,539,6,597
"Scarpetta (Kay Scarpetta, #16)",Patricia Cornwell,3.82,35819,8,597
"Ship Breaker (Ship Breaker, #1)",Paolo Bacigalupi,3.75,44916,7,597
The Golden Scallop (Globiuz #2),R.L.  Douglas,4.33,3,6,597
"Devil in a Blue Dress (Easy Rawlins, #1)",Walter Mosley,3.87,30040,7,597
Nature's Last Dance: Tales of Wonder in an Age of Extinction,Natalie Kyriacou,4.52,56,6,597
"Jewels of the Sun (Gallaghers of Ardmore, #1)",Nora Roberts,4.22,68252,7,596
A Very Long Engagement,Sébastien Japrisot,3.91,7723,9,596
The Fuck-Up,Arthur Nersesian,3.59,11767,7,596
The Structure of Scientific Revolutions,Thomas S. Kuhn,4.03,29787,8,596
Castle of Wizardry (The Belgariad #4),David Eddings,4.18,79665,7,596
The Girl with Seven Names: A North Korean Defector's Story,Hyeonseo Lee,4.43,100942,8,596
Babel: An Arcane History,R.F. Kuang,4.15,457826,6,596
Cien años de soledad,Gabriel García Márquez,4.12,1096786,6,596
"Dragondrums (Harper Hall, #3)",Anne McCaffrey,4.11,38256,10,595
"The Last Child (Johnny Merrimon, #1)",John Hart,4.15,45826,9,595
Zorro,Isabel Allende,3.8,24535,7,595
Empire of the Senseless,Kathy Acker,3.68,1638,8,595
Running Barefoot,Amy Harmon,4.3,19206,7,595
The Happy Prince and Other Tales,Oscar Wilde,4.16,33366,7,595
On the Other Hand: The Little Anthology of Big Questions,Renée Paule,4.37,78,6,595
A Newborn Business: Esports,Zoltan Andrejkovics,4.29,73,6,595
Exit Unicorns,Cindy Brandner,4.0,1433,6,595
"Personal (Jack Reacher, #19)",Lee Child,3.99,83449,8,595
Mere Christianity,C.S. Lewis,4.37,455020,7,595
Finley’s Way,Julie Mannino,4.57,51,7,595
"Warping Minds & Other Misdemeanors (The Guild Codex: Warped, #1)",Annette Marie,4.22,7257,6,595
"Things We Left Behind (Knockemout, #3)",Lucy Score,4.39,410697,7,595
Hood Feminism: Notes from the Women That a Movement Forgot,Mikki Kendall,4.36,62845,7,595
"Silverthorn (The Riftwar Saga, #3)",Raymond E. Feist,4.11,68246,8,594
"Sunrise (Warriors: Power of Three, #6)",Erin Hunter,4.36,21766,8,594
This Thing of Darkness,Harry Thompson,4.52,3415,6,594
"Endymion (Hyperion Cantos, #3)",Dan Simmons,4.19,70087,8,594
"Odd Hours (Odd Thomas, #4)",Dean Koontz,3.97,49209,7,594
"Sworn to Silence (Kate Burkholder, #1)",Linda  Castillo,4.04,51469,8,594
"Captured (The Captive, #1)",Erica Stevens,4.02,21528,7,594
Angels in America,Tony Kushner,4.3,23402,8,594
The Marrow Thieves,Cherie Dimaline,3.94,43663,7,594
"The Redbreast (Harry Hole, #3)",Jo Nesbø,3.95,108815,7,594
"Raven Black (Shetland, #1)",Ann Cleeves,3.96,56449,7,594
"Praying Like Monks, Living Like Fools: An Invitation to the Wonder and Mystery of Prayer",Tyler Staton,4.58,14490,6,594
Little Children,Tom Perrotta,3.64,33049,8,593
"Love Medicine (Love Medicine, #1)",Louise Erdrich,4.01,28447,8,593
Not Open: Win The Invisible Spiritual Culture War,Lisa Cherry,4.29,17,6,593
Esio Trot,Roald Dahl,3.73,47708,8,593
"Firebolt (The Dragonian, #1)",Adrienne Woods,3.96,10641,6,593
S.,J.J. Abrams,3.85,28721,7,593
"Draekora (The Medoran Chronicles, #3)",Lynette Noni,4.55,9354,6,593
100 Bible Facts About Jesus: The Exciting way to Learn,Ginger Baum,4.9,261,6,593
"March: Book One (March, #1)",John             Lewis,4.35,57161,7,593
"I Am, I Am, I Am: Seventeen Brushes with Death",Maggie O'Farrell,4.0,52092,8,593
"Darkdawn (The Nevernight Chronicle, #3)",Jay Kristoff,4.3,56461,7,593
"Serafina and the Black Cloak (Serafina, #1)",Robert  Beatty,3.94,37014,7,593
"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,4.18,2352545,7,593
Looking for Alaska,John Green,3.96,1739705,7,593
Água Viva,Clarice Lispector,4.26,21871,6,593
"Fruits Basket, Vol. 12",Natsuki Takaya,4.45,14837,8,592
"First Rider's Call (Green Rider, #2)",Kristen Britain,4.22,25020,8,592
The True Meaning of Smekday,Adam Rex,4.1,9962,7,592
"The Divine Comedy of Dante Alighieri, Volume 2: Purgatorio",Dante Alighieri,4.05,29819,8,592
"The Girl in the Steel Corset (Steampunk Chronicles, #1)",Kady Cross,3.8,21867,10,592
"Dreams of a Dark Warrior (Immortals After Dark, #10)",Kresley Cole,4.34,41278,9,592
The Almond Tree,Michelle Cohen Corasanti,4.19,8517,7,592
"Eternal Rider (Lords of Deliverance, #1; Demonica, #6)",Larissa Ione,4.18,24684,8,592
Jubal's Field Trip To Heaven: Jubal and Chanan Enter Through the Narrow Gate (Jubal's Divine Adventures #1),Dr. Baum,4.9,195,6,592
Later,Stephen  King,3.96,149366,7,592
"Addicted for Now (Addicted, #3)",Krista Ritchie,4.15,86503,7,592
Ein wenig Leben,Hanya Yanagihara,4.28,912714,6,592
"When the Moon Hatched (Moonfall, #1)",Sarah A. Parker,3.99,279549,7,592
Mr. Nice,Howard Marks,3.9,10961,7,591
A Christmas Carol and Other Christmas Writings,Charles Dickens,4.14,40227,7,591
"Burning in Water, Drowning in Flame",Charles Bukowski,4.04,9458,7,591
"Perfection (Neighbor from Hell, #2)",R.L. Mathewson,4.12,66719,8,591
"First Contact (Aoleon The Martian Girl, #1)",Brent LeVasseur,4.08,172,6,591
Pyongyang: A Journey in North Korea,Guy Delisle,3.88,28777,8,591
"Darkness of Dragons (Wings of Fire, #10)",Tui T. Sutherland,4.54,24551,7,591
The Magic Fish,Trung Le Nguyen,4.49,30336,6,591
In the Blood,Lisa Unger,3.94,16297,7,591
In Memoriam,Alice Winn,4.5,72686,6,591
Midnight Bayou,Nora Roberts,4.0,37136,8,590
Warriors Box Set,Erin Hunter,4.58,6575,8,590
Chicken Soup for the Soul,Jack Canfield,3.96,41173,7,590
"Cemetery Dance (Pendergast, #9)",Douglas Preston,4.04,30547,7,590
"Winter Turning (Wings of Fire, #7)",Tui T. Sutherland,4.45,30968,7,590
A Sound of Thunder,Ray Bradbury,4.07,8766,8,590
Broken,Jenny  Lawson,4.02,45689,7,590
"Oh. My. Gods. (Oh. My. Gods., #1)",Tera Lynn Childs,3.78,15209,8,589
"Five Children and It (The Psammead Trilogy, #1)",E. Nesbit,3.86,28143,10,589
Youth in Revolt,C.D. Payne,4.02,9720,7,589
"Tales from a Not-So-Talented Pop Star (Dork Diaries, #3)",Rachel Renée Russell,4.25,52045,7,589
The Years Distilled: Verses,Dennis Sharpe,4.74,31,6,589
"The Changeling (Weald Fae Journals, #2)",Christopher  Shields,4.14,358,6,589
Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,John G. Neihardt,4.12,18708,8,589
"The Evolution of Calpurnia Tate (Calpurnia Tate, #1)",Jacqueline Kelly,4.0,35790,8,589
"Startide Rising (The Uplift Saga, #2)",David Brin,4.04,33319,9,589
100 Fun Bible Facts: The Exciting way to Learn,Ginger Baum,4.92,233,6,589
The Checklist Manifesto: How to Get Things Right,Atul Gawande,4.04,75081,7,589
Long Way Home (Jack McNeal #2),J.B. Turner,4.24,5899,6,589
"Bangtails, Grifters, and a Liar's Kiss (O'Shaughnessy Investigations Inc. 2)",A.G. Russo,4.39,1374,7,589
"Fatal Voyage (Temperance Brennan, #4)",Kathy Reichs,4.05,53627,9,588
Diaspora,Greg Egan,4.1,11093,6,588
Snakehead (Alex Rider #7),Anthony Horowitz,4.15,49301,8,588
"Invincible (Chronicles of Nick, #2)",Sherrilyn Kenyon,4.26,27398,8,588
The Fry Chronicles,Stephen Fry,3.85,22839,7,588
"When Hitler Stole Pink Rabbit (Out of the Hitler Time, #1)",Judith Kerr,3.99,24339,8,588
"Awakening the Fire (Guardian Witch, #1)",Ally Shields,3.74,1199,7,588
"Awakening (The Keeper, #1)",O.L. Ramos,3.82,485,6,588
The Cellist of Sarajevo,Steven Galloway,4.0,44023,7,588
چراغ‌ها را من خاموش می‌کنم,Zoya Pirzad,3.61,10278,7,588
This Tender Land,William Kent Krueger,4.39,218855,8,588
"The Lions of Lucerne (Scot Harvath, #1)",Brad Thor,4.09,46819,7,588
"T is for Trespass (Kinsey Millhone, #20)",Sue Grafton,4.0,31776,7,588
"The Perfect Marriage (Perfect, #1)",Jeneva Rose,3.97,1130618,6,588
Blade of Tyshalle (The Acts of Caine #2),Matthew Woodring Stover,4.06,5372,6,587
The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide,Sean Covey,4.05,37605,7,587
The Violent Bear It Away,Flannery O'Connor,4.07,15447,7,587
"Tris's Book (Circle of Magic, #2)",Tamora Pierce,4.12,34117,10,587
"Magician: Master (The Riftwar Saga, #2)",Raymond E. Feist,4.25,76358,7,587
"Skin Trade (Anita Blake, Vampire Hunter, #17)",Laurell K. Hamilton,3.94,40006,9,587
"Raven Rise (Pendragon, #9)",D.J. MacHale,4.2,23498,7,587
Socrates In Love,Kyōichi Katayama,3.69,7858,6,587
Mindfulness Living in the Moment - Living in the Breath,Amit Ray,4.58,161,6,587
"The Fates Divide (Carve the Mark, #2)",Veronica Roth,3.88,39394,7,587
"Cold Waters (Normal, Alabama #1)",Debbie Herbert,3.83,17639,6,587
Love from A to Z,S.K. Ali,4.1,23570,6,587
"Redeeming 6 (Boys of Tommen, #4)",Chloe Walsh,4.64,221761,6,587
"Murder Must Advertise  (Lord Peter Wimsey, #10)",Dorothy L. Sayers,4.17,24744,8,586
Knight in Shining Suit,Jerilee Kaye,4.32,4148,6,586
Sculpting in Time,Andrei Tarkovsky,4.5,6473,8,586
كليلة ودمنة,عبد الله بن المقفع,4.1,9199,6,586
"Full Tilt (Full Tilt, #1)",Emma   Scott,4.36,38666,6,586
"The Black Witch (The Black Witch Chronicles, #1)",Laurie Forest,4.1,49328,7,586
The Black Flamingo,Dean Atta,4.33,33598,6,586
La casa de los espíritus,Isabel Allende,4.3,316545,6,586
Ensnared (Brutes of Bristlebrook #1),Rebecca Quinn,4.16,21654,6,586
The Spirit Bares Its Teeth,Andrew Joseph White,4.46,18026,6,586
"Ten Big Ones (Stephanie Plum, #10)",Janet Evanovich,4.16,108681,9,585
"Black Water (Pendragon, #5)",D.J. MacHale,4.18,25038,8,585
The Shepherd of the Hills,Harold Bell Wright,4.23,3836,7,585
The History Boys,Alan Bennett,3.95,11500,7,585
"Deadlocked (Sookie Stackhouse, #12)",Charlaine Harris,3.74,107353,9,585
"Plague of Angels (The Descended, #1)",John Patrick Kennedy,3.52,1109,6,585
"Until You (Fall Away, #2)",Penelope Douglas,4.14,66574,7,585
"Unscrupulous (The Manhattanites, #1)",Avery Aster,3.71,1916,6,585
Magic America,C.E. Medford,3.81,369,6,585
"Rapture in Death (In Death, #4)",J.D. Robb,4.28,54305,8,584
"Robots and Empire (Robot, #4)",Isaac Asimov,4.23,36248,8,584
"Master of the Senate (The Years of Lyndon Johnson, #3)",Robert A. Caro,4.43,24056,7,584
Graffiti Moon,Cath Crowley,3.88,20119,7,584
"Elric of Melniboné (The Elric Saga, #1)",Michael Moorcock,3.88,30948,8,584
"The Keep (Adversary Cycle, #1)",F. Paul Wilson,3.99,19698,8,584
"Taunting Destiny (The Fae Chronicles, #2)",Amelia Hutchins,4.29,31522,8,584
"Cut and Run  (Criminal Profiler, #3)",Mary Burton,4.21,29914,6,584
Lab Girl,Hope Jahren,3.98,71721,7,584
Roots of To-Be Templars (The Viking's Kurdish Love #3),Widad Akreyi,4.71,58,6,584
A Mother's Reckoning: Living in the Aftermath of Tragedy,Sue Klebold,4.14,45756,7,584
"The Cheat Code (Wisdom Revolution, #3)",Misba,4.73,4080,6,584
The Bookstore Sisters,Alice Hoffman,3.98,102168,6,584
The Dumb Dumb's Handbook - To Artificial Intelligence: And It's Part in Your Downfall,A.R. Merrydew,4.47,338,7,584
Apathy and Other Small Victories,Paul Neilan,3.82,10359,7,583
Complete Works,Arthur Rimbaud,4.4,9443,10,583
"At Peace (The 'Burg, #2)",Kristen Ashley,4.45,30482,7,583
Gomorrah,Roberto Saviano,3.8,22588,7,583
ديوان الإمام الشافعي,محمد بن إدريس الشافعي,4.45,5225,6,583
"Undressed (The Manhattanites, #2)",Avery Aster,3.67,2410,6,583
Dream of the Red Chamber,Cao Xueqin,4.0,2837,7,583
"The Blood Mirror (Lightbringer, #4)",Brent Weeks,4.32,52569,7,583
Give Me Tomorrow: The Korean War's Greatest Untold Story,Patrick K. O'Donnell,3.96,2220,6,583
"All This Twisted Glory (This Woven Kingdom, #3)",Tahereh Mafi,4.11,41847,6,583
"Dungeon Crawler Carl (Dungeon Crawler Carl, #1)",Matt Dinniman,4.49,191831,6,583
"Lasher (Lives of the Mayfair Witches, #2)",Anne Rice,3.88,65548,8,582
Look Me in the Eye,John Elder Robison,3.92,69512,8,582
"Demons at Deadnight (Divinicus Nex Chronicles, #1)",A.  Kirk,4.11,8660,6,582
Adam Bede,George Eliot,3.83,26397,8,582
Smack,Melvin Burgess,3.91,22159,6,582
"Arks Of Octava (Scribbler Guardian, #1)",Lucian Bane,4.28,310,6,582
Tweet Cute,Emma Lord,3.87,82139,7,582
The German Ideology / Theses on Feuerbach / Introduction to the Critique of Political Economy,Karl Marx,4.13,5337,7,581
Endgame & Act Without Words,Samuel Beckett,3.92,11154,7,581
"Killers of the Dawn (Cirque Du Freak, #9)",Darren Shan,4.22,27813,7,581
The Heretic's Daughter,Kathleen Kent,3.79,37422,7,581
The Inheritance Cycle (The Inheritance Cycle #1-4),Christopher Paolini,4.55,14232,6,581
"Forever Black (Forever, #1)",Sandi Lynn,3.98,31412,7,581
Out of the Easy,Ruta Sepetys,4.03,71517,7,581
"Until Friday Night (The Field Party, #1)",Abbi Glines,3.86,68669,7,581
"The Drowning Faith (The Poppy War, #2.5)",R.F. Kuang,4.51,28377,6,581
"Carnage (L.O.R.D.S., #5)",Shantel Tessier,4.3,88963,6,581
"An Irish Country Doctor (Irish Country, #1)",Patrick Taylor,3.91,21340,7,580
Genome: The Autobiography of a Species in 23 Chapters,Matt Ridley,4.06,27971,7,580
Memoirs of an Imaginary Friend,Matthew Dicks,4.14,35754,6,580
"UnDivided (Unwind, #4)",Neal Shusterman,4.46,31797,6,580
"The Finisher (Vega Jane, #1)",David Baldacci,3.83,18607,7,580
The Lost City of the Monkey God,Douglas Preston,3.93,62465,7,580
"Empire of the Vampire (Empire of the Vampire, #1)",Jay Kristoff,4.33,75384,6,580
All the Ways We Said Goodbye,Beatriz Williams,4.03,23026,6,580
Dombey and Son,Charles Dickens,3.96,16679,8,579
The Rice Mother,Rani Manicka,4.17,7994,7,579
"Imperium (Cicero, #1)",Robert   Harris,4.14,40838,7,579
"The Dangerous Days of Daniel X (Daniel X, #1)",James  Patterson,3.58,18036,8,579
Family Matters,Rohinton Mistry,4.03,24548,8,579
The Minds of Billy Milligan,Daniel Keyes,4.28,34991,6,579
"The Emerald Atlas (The Books of Beginning, #1)",John  Stephens,3.95,23574,7,579
"Evenfall (In the Company of Shadows, #1)",Ais,4.19,5302,6,579
The Road to Serfdom,Friedrich A. Hayek,4.15,25873,7,579
Gray Hawk of Terrapin,Moss Whelan,4.35,51,6,579
"Cibola Burn (The Expanse, #4)",James S.A. Corey,4.23,126561,7,579
"Vardaesia (The Medoran Chronicles, #5)",Lynette Noni,4.59,7927,6,579
Addicted to Time,Steven Decker,4.27,1058,7,579
I'll Stop the World,Lauren Thoman,3.99,14724,6,579
Where the Dark Stands Still,A.B. Poranek,4.04,28588,6,579
"Winter Rose (Winter Rose, #1)",Patricia A. McKillip,3.86,7612,7,578
Forgotten,Cat Patrick,3.76,18603,7,578
Escape from Freedom,Erich Fromm,4.27,16004,10,578
"The Calling (Endgame, #1)",James Frey,3.72,22073,6,578
Een schitterend gebrek,Arthur Japin,3.97,16391,6,578
My Lesbian Experience with Loneliness,Kabi Nagata,4.11,30421,7,578
"Aru Shah and the Tree of Wishes (Pandava, #3)",Roshani Chokshi,4.38,7802,7,578
Ordeal by Innocence,Agatha Christie,3.83,31933,8,578
White Nights,Fyodor Dostoevsky,4.07,329513,6,578
Bullshit Jobs: A Theory,David Graeber,4.02,33868,7,578
And Then I Heard the Quiet,Alyssa Hall,4.39,366,7,578
"Jesus Freaks: Stories of Those Who Stood for Jesus, the Ultimate Jesus Freaks (Jesus Freaks, #1)",D.C. Talk,4.22,20742,8,577
"Al Capone Does My Shirts (Tales from Alcatraz, #1)",Gennifer Choldenko,3.84,45984,7,577
Wreck This Journal,Keri Smith,4.1,15042,6,577
The Fury (The Vampire Diaries #3),L.J. Smith,3.5,37725,7,577
"Romance of the Three Kingdoms, Vol. 1 of 2 (chapter 1-60)",Luo Guanzhong,4.3,2267,6,577
Animorphs (Animorphs #1-54),K.A. Applegate,4.38,4246,6,577
"Dragons of Winter Night (Dragonlance: Chronicles, #2)",Margaret Weis,4.15,54472,7,577
The Street of Crocodiles,Bruno Schulz,3.98,13995,7,577
"White Hot (Hidden Legacy, #2)",Ilona Andrews,4.44,53816,8,577
"Act Your Age, Eve Brown (The Brown Sisters, #3)",Talia Hibbert,4.08,100653,7,577
The Missionary,Rowena Kinread,4.28,650,6,577
Project Hail Mary,Andy Weir,4.5,1061104,6,577
The Covert Passive Aggressive Narcissist: Recognizing the Traits and Finding Healing After Hidden Emotional and Psychological Abuse,Debbie Mirza,4.29,3012,6,577
"Demon in My View (Den of Shadows, #2)",Amelia Atwater-Rhodes,4.05,12579,8,576
"Protect and Defend (Mitch Rapp, #10)",Vince Flynn,4.36,44429,8,576
"The 6th Target (Women's Murder Club, #6)",James  Patterson,4.07,76044,9,576
"Flutter (My Blood Approves, #3)",Amanda Hocking,3.96,19802,7,576
Breath,Tim Winton,3.91,25573,7,576
"Ashfall (Ashfall, #1)",Mike Mullin,3.99,26584,8,576
"Arsène Lupin, Gentleman-Thief",Maurice Leblanc,3.85,16529,8,576
"Pulse (Collide, #2)",Gail McHugh,4.25,46181,8,576
Memoirs of a Dutiful Daughter,Simone de Beauvoir,4.12,18312,8,576
"Radiance (Wraith Kings, #1)",Grace Draven,3.98,68203,7,576
The Transall Saga,Gary Paulsen,4.22,5966,6,576
"G is for Gumshoe (Kinsey Millhone, #7)",Sue Grafton,3.96,39470,8,576
Just for You (A Golden Look-Look Book),Mercer Mayer,4.29,27411,10,575
"Pride (Shifters, #3)",Rachel Vincent,4.15,18728,8,575
Company,Max Barry,3.74,6810,6,575
"The Unusual Suspects (The Sisters Grimm, #2)",Michael Buckley,4.24,25636,8,575
